RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,Zone,Region,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetCategoryName_2,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,38805,6984,18% GST,45789,Raising Capex For Interior Work of Akola Branch Up,PROPHANDY TECHNOLOGIES PRIVATE LIMITED/inspacco,38805,45789,15 to 20 days,50% advance remaining 50% after invoice,Yes
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,47282,8510,18% GST,55792,Raising capex for IT work for Akola Branch,PROPHANDY TECHNOLOGIES PRIVATE LIMITED/inspacco,47282,55792,15 to 20 Days,50% advance remaining 50% after invoice,Yes
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,106300,19134,18% gst,125434,Single Office desk with inbuilt sliding Keyboard d,PROPHANDY TECHNOLOGIES PRIVATE LIMITED/inspacco,106300,125434,15-20 Days,50% advance remaining 50% after invoice,Yes
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal),Central,Operation,1148,10,1148,0,,11480,10 new Plastic Crates is required for new okhla br,,0,0,,,
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,20,2773,0,,55460,20 new Plastic Pallets is required for new okhla b,,0,0,,,
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,12,12000,0,,144000,"12 CCTV is required for new okhla branch, and the ",,0,0,,,
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,84500,0,GST is extra,84500,L1 Vendor is Amarnath Wood Works Supply Value Rs.5,Amarnath Wood Works,84500,84500,15 days,"70% (Advance), 30% (with Final Billing).GST will b",Yes
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,509708,0,GST is Extra,509708,L1 Vendor is Kalra Electricals Okhla branch Electr,Kalra Electricals,509708,509708,15 days,"40% (Advance), 30%(after 80% work completion), 30%",Yes
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,417650,0,GST is extra,417650,L1 Vendor is Amarnath Wood Works Okhla Branch Inte,Amarnath Wood Works,417650,417650,15 days,"70% (Advance), 30% (with Final Billing).GST will b",Yes
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,140318,0,GST is Extra,140318,L1 Vendor is Universal Telecom.  Supply Value Rs. ,Universal Telecom,140318,140318,10 days,"Vendor Payment Terms:- 40% (Advance), 30%(after 80",Yes
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Painting Work,Local,Admin,0,1,18125,0,GST is extra,18125,L1 Vendor is Amarnath Wood Works Paint Work Supply,Amarnath Wood Works,18125,18125,15 days," 70% (Advance), 30% (with Final Billing).GST will ",Yes
CPX-F/S/202526/0002,08-08-2025,Facility,Upgrade,1871297,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Admin,Yes,FY25-26,"New Okhla Branch Leasehold & Retail work Capex, ZB",Approved,11-08-2025,,,User - Pawan Bhatnagar BHATNAGAR  ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,269150,0,GST is Extra,269150,L1 Vendor is Amarnath Wood Works Okhla Branch 35 S,Amarnath Wood Works,269150,269150,15 days,"70% (Advance), 30% (with Final Billing).GST will b",Yes
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,COMPUTER,COMPUTER,Wireless Barcode Scanner (Zebra LI4278),Central,IT-Hardware,12340,2,12340,0,,24680,Wireless Barcode Scanner (Zebra LI4278),,0,0,,,
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,30,2773,0,,83190,Plastic Pallets (Nilkamal),,0,0,,,
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,4,24860,0,,99440,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,,0,0,,,
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,15049,5.79,0,,87133.71,Carpentry Work,Perfectionist,5.79,87133.71,,,Yes
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,15049,46.2,0,,695263.8,Electrical Work,Perfectionist,46.2,695263.8,,,Yes
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,15049,2.6,0,,39127.4,IT Networking Work,Perfectionist,2.6,39127.4,,,Yes
CPX-F/T/202526/0004,04-07-2025,Facility,Upgrade,1435360.91,T,T03,JAMSHEDPUR BRANCH - T03 (BO),East,PAT,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for Jamshedpur Branch Approved ,Approved,05-07-2025,,,User - KOUSTAV MUKHERJEE ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,6,16500,0,,99000,Table,Perfectionist,16500,99000,,,Yes
CPX-F/U/202526/0005,01-04-2025,Facility,New,235498,U,0,Select,West,AMD,Dom Exp,0,Yes,FY 24-25,This Capex in in reference of Kanpur Z square Mall,Approved,08-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Non-Ops,Central,ITASSETS-NONOPS,45455,1,45455,0,,45455,Central Procurement . Kanpur Z square Mall  Standa,,0,0,,,
CPX-F/U/202526/0005,01-04-2025,Facility,New,235498,U,0,Select,West,AMD,Dom Exp,0,Yes,FY 24-25,This Capex in in reference of Kanpur Z square Mall,Approved,08-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,HP 136nw Printer (MFP)-Non-Ops,Central,ITASSETS-NONOPS,16907,1,16907,0,,16907,Central Procurement . Kanpur Z square Mall  Standa,,0,0,,,
CPX-F/U/202526/0005,01-04-2025,Facility,New,235498,U,0,Select,West,AMD,Dom Exp,0,Yes,FY 24-25,This Capex in in reference of Kanpur Z square Mall,Approved,08-04-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,1,8421,0,,8421,Central Procurement . Kanpur Z square Mall  Standa,,0,0,,,
CPX-F/U/202526/0005,01-04-2025,Facility,New,235498,U,0,Select,West,AMD,Dom Exp,0,Yes,FY 24-25,This Capex in in reference of Kanpur Z square Mall,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,CIVIL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,13200,0,,13200,Providing and fixing frosted film on Glass Door & ,P4 solution,13200,13200,10 days after advance,"80% advance, 20% after billing",Yes
CPX-F/U/202526/0005,01-04-2025,Facility,New,235498,U,0,Select,West,AMD,Dom Exp,0,Yes,FY 24-25,This Capex in in reference of Kanpur Z square Mall,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Others,Local,ADMIN-ASSETS-OTHERS,0,1,69065,0,,69065,Providing & Fixing New PVC Paneling of 05MM thickn,P4 solution,69065,69065,10 Days after advance,"80% advance, 20 % after Billing",Yes
CPX-F/U/202526/0005,01-04-2025,Facility,New,235498,U,0,Select,West,AMD,Dom Exp,0,Yes,FY 24-25,This Capex in in reference of Kanpur Z square Mall,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Others,Local,ADMIN-ASSETS-OTHERS,0,1,44450,0,,44450,Providing & Fixing the Strip Led Lighit for the lo,P4 solution,44450,44450,10 Days after advance,"80% advance, 20% after Billing",Yes
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Non-Ops,Central,ITASSETS-NONOPS,45455,1,45455,0,,45455,Central  Procurement.,,0,0,,,
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,HP 136nw Printer (MFP)-Non-Ops,Central,ITASSETS-NONOPS,16907,1,16907,0,,16907,Central Procurement.,,0,0,,,
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,1,8421,0,,8421,Central Procurement,,0,0,,,
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,49050,0,,49050,Providing & Fixing the Strip Led Lighit for the lo,P4 solution,49050,49050,10Days after advance,"80% advance , 20%  after Billing",Yes
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,CIVIL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,8640,0,,8640,Providing & appling the Enamel Paint of the iron s,P4 sloution,8640,8640,10 days after advance,"80% advance , 205 after billing",Yes
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,1,35250,0,,35250,Aluminum Partition: Providing & fixing Fully Panel,P4 solution,35250,35250,10 Days after Avance,"80% Advance, 20% after Billing",Yes
CPX-F/U/202526/0006,04-04-2025,Facility,New,294383,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 24-25,This capex is in Reference of Infra Requirement of,Approved,08-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Others,Local,ADMIN-ASSETS-OTHERS,0,1,92660,0,,92660,Providing & Fixing New PVC Panelling of 05MM thick,P4 solution,92660,92660,10 Day safter advance,"80% advance, 20% after Billing",Yes
CPX-F/U/202526/0009,26-05-2025,Facility,New,37250,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This  Capex is in Reference of  Infra requirement ,Approved,29-05-2025,,,Authority - Aneel Gambhir ,FURINTURE,PLANT & MACHINERY,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,1,7500,0,,7500,Supply of Modular table 4x2x2'.6'' for DS. L1- ven,P4 Solution,7500,7500,2 Days after advance,80% advance,Yes
CPX-F/U/202526/0009,26-05-2025,Facility,New,37250,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This  Capex is in Reference of  Infra requirement ,Approved,29-05-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY, INVERTER-OPS,Local,OPSMHE&FACILITYASSET,0,1,8500,1750,"Inverter Trolley@750, Transportation Charges  & In",10250,Supply  & Installation  of Inverter- Model No. Eco,P4 Solution,8500,10250,2 Days after advance,"80% advance ,",Yes
CPX-F/U/202526/0009,26-05-2025,Facility,New,37250,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This  Capex is in Reference of  Infra requirement ,Approved,29-05-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY,BATTERY OPS,Local,OPSMHE&FACILITYASSET,0,1,12500,0,,12500,Supply of Inverter Battery - Model no- RC 18000ST-,P4 Solution,12500,12500,2 days after advance,80% advance,Yes
CPX-F/U/202526/0013,25-06-2025,Facility,New,128618,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in Reference of Infra/ MHE capex for kanpu,Approved,26-06-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal),Central,Operation,1148,6,1148,0,,6888,Plastic Crates- 06,,0,0,,,
CPX-F/U/202526/0013,25-06-2025,Facility,New,128618,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in Reference of Infra/ MHE capex for kanpu,Approved,26-06-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,10,2773,0,,27730,plastic pallets  neelkamal- Qty-10,,0,0,,,
CPX-F/U/202526/0013,25-06-2025,Facility,New,128618,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in Reference of Infra/ MHE capex for kanpu,Approved,26-06-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,6,12000,0,,72000,CCTV setup- qty-06,,0,0,,,
CPX-F/U/202526/0013,25-06-2025,Facility,New,128618,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in Reference of Infra/ MHE capex for kanpu,Approved,26-06-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,Operation,22000,1,22000,0,,22000,HPT- Qty-01,,0,0,,,
CPX-F/U/202526/0016,26-06-2025,Facility,New,33526.5,U,E08,MADURAI APEX - E08 (HO),South,CJB,Dom Exp,Admin,No,,This is In reference of Infra capex of Kanpur city,Approved,26-06-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 300 kgs (Essae),Central,Operation,16684.5,1,16684.5,0,,16684.5,Central Procurement ,,0,0,,,
CPX-F/U/202526/0016,26-06-2025,Facility,New,33526.5,U,E08,MADURAI APEX - E08 (HO),South,CJB,Dom Exp,Admin,No,,This is In reference of Infra capex of Kanpur city,Approved,26-06-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae),Central,Operation,8421,2,8421,0,,16842,Central Procurement ,,0,0,,,
CPX-F/U/202526/0017,26-06-2025,Facility,New,473764.94,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra Capex of Kanpur City,Approved,26-06-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,38450,0,,38450,LH Carpentry L1 vendor- P4 Solution ,P4 Solution,38450,38450,15 days,"40% Adv, 40% after 80% of work",Yes
CPX-F/U/202526/0017,26-06-2025,Facility,New,473764.94,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra Capex of Kanpur City,Approved,26-06-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,101280,0,,101280,LH- Electricals L1 Vendor - Kalra Electricals,Kalra Electricals,101280,101280,15 Days,"40% adv, 40 % after 80% of work",Yes
CPX-F/U/202526/0017,26-06-2025,Facility,New,473764.94,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra Capex of Kanpur City,Approved,26-06-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,84995,0,,84995,LH- interiors L1 vendor- P4 solution ,P4 solution,84995,84995,15 days,"40% Adv, 40% after 80% of work",Yes
CPX-F/U/202526/0017,26-06-2025,Facility,New,473764.94,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra Capex of Kanpur City,Approved,26-06-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,50385,0,,50385,LH = IT Networking L1 Vendor- universal Telecom,Universal Telecom,50385,50385,15 days,"40% adv, 40% after 80% of work",Yes
CPX-F/U/202526/0017,26-06-2025,Facility,New,473764.94,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra Capex of Kanpur City,Approved,26-06-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Metal Fabrication,Local,Admin,0,1,19500,0,,19500,LH- Metal fabrication L1 vendor- P4 solution,P4 Solution,19500,19500,15 days ,"40% Adv, 40% after 80% of work",Yes
CPX-F/U/202526/0017,26-06-2025,Facility,New,473764.94,U,0,Select,West,AMD,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra Capex of Kanpur City,Approved,26-06-2025,,,User - Praveen Asthana ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,65350,0,,65350,LH table L1 vendor- P4 solution,P4 solution,65350,65350,15 days ,"40% adv, 40% after 80% of work",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,6,12000,0,,72000,new CC TV for branch - approved by the Management,,0,0,,,
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,75900,0,,75900,LH- Carpentry including Retail Counter Quotation A,Amarnath WW,75900,75900,10 Days After advance,"40 5 advance, 30 % after 70% work",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,148459,0,,148459,"LH- electricals including retail, counter Quotatio",Kalra Electricals,148459,148459,10 days after Billing,"40% advance, 30% after 70% work, 30% after billing",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,178000,0,,178000,LH- Interior including Retail counter Quotation At,Amarnath WW,178000,178000,1010 days after Advance days after Advamce,"40% adv, 30% after 70% work, 30% after Billing",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,60575,0,,60575,LH- IT Networking L1 Vendor - Universal Telecom,Universal telecom,60575,60575,10 days after Advance,"40% adv, 30% after 70% work, 30% after Billing",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Metal Fabrication,Local,Admin,0,1,33750,0,,33750,"LH- Metal fabrication Quotation attached, L1 Vendo",Amarnath WW,33750,33750,10 days after Advance,"40 5 advance, 30 % after 70% work",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Painting Work,Local,Admin,0,1,19120,0,,19120,LH- Painting  Quotation attached. l1 vendor - amar,Amarnath WW,19120,19120,10 Days after adv,"40% advance, 30% after 70% work, 305 after Billing",Yes
CPX-F/U/202526/0022,02-08-2025,Facility,Upgrade,681475,U,U10,DEHRADUN BRANCH - U10 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of Infra capex of Dehradun Br,Approved,02-08-2025,,,User - Praveen Asthana ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,42000,0,,42000,LH Table- Quotations attached L1 vendor - amarnath,Amarnath WW,42000,42000,10 Days After advance,"40% advance, 30% after 70% work, 305 after Billing",Yes
